post_id,conversation_type,total_comments,total_deleted,both_deleted,author_only_deleted,content_only_deleted,active_comments,deletion_percentage,max_depth,thread_title,original_count,filtered_count,removed_count,removal_percentage,original_max_depth,filtered_max_depth,content_filtering_applied,depth_cap_applied,depth_0_total,depth_0_both,depth_0_author,depth_0_content,depth_0_active,depth_1_total,depth_1_both,depth_1_author,depth_1_content,depth_1_active,depth_2_total,depth_2_both,depth_2_author,depth_2_content,depth_2_active,depth_3_total,depth_3_both,depth_3_author,depth_3_content,depth_3_active,depth_4_total,depth_4_both,depth_4_author,depth_4_content,depth_4_active,depth_5_total,depth_5_both,depth_5_author,depth_5_content,depth_5_active,depth_6_total,depth_6_both,depth_6_author,depth_6_content,depth_6_active,depth_7_total,depth_7_both,depth_7_author,depth_7_content,depth_7_active,depth_8_total,depth_8_both,depth_8_author,depth_8_content,depth_8_active,depth_9_total,depth_9_both,depth_9_author,depth_9_content,depth_9_active,depth_10_total,depth_10_both,depth_10_author,depth_10_content,depth_10_active,depth_11_total,depth_11_both,depth_11_author,depth_11_content,depth_11_active,depth_12_total,depth_12_both,depth_12_author,depth_12_content,depth_12_active,depth_13_total,depth_13_both,depth_13_author,depth_13_content,depth_13_active,depth_14_total,depth_14_both,depth_14_author,depth_14_content,depth_14_active,depth_15_total,depth_15_both,depth_15_author,depth_15_content,depth_15_active,depth_16_total,depth_16_both,depth_16_author,depth_16_content,depth_16_active,depth_17_total,depth_17_both,depth_17_author,depth_17_content,depth_17_active,depth_18_total,depth_18_both,depth_18_author,depth_18_content,depth_18_active,depth_19_total,depth_19_both,depth_19_author,depth_19_content,depth_19_active
post30con,controversial,44,2,0,2,0,42,4.55,6,"CMV: Diversity, Equity, and Inclusion hiring and business practices in the workplace are wholly insufficient because neurodiversity and physique are not explicitly taken into account (Content-Filtered - Full Tree)",45,44,1,2.22,6,6,True,False,15,0,2,0,13,9,0,0,0,9,8,0,0,0,8,5,0,0,0,5,2,0,0,0,2,2,0,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post30tec,technical,11,1,0,1,0,10,9.09,4,"[D] Can Direct Preference Optimization (DPO) be used to replace any type of RL for LLMs, or is it better suited for just scenarios like RLHF? (Content-Filtered - Full Tree)",11,11,0,0.0,4,4,True,False,4,0,0,0,4,2,0,0,0,2,2,0,1,0,1,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post31con,controversial,172,3,0,3,0,169,1.74,8,"Google tells employees why it’s ending diversity, equity, and inclusion (DEI) hiring goals (Content-Filtered - Full Tree)",176,172,4,2.27,8,8,True,False,54,0,1,0,53,45,0,2,0,43,31,0,0,0,31,20,0,0,0,20,8,0,0,0,8,7,0,0,0,7,5,0,0,0,5,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post31tec,technical,12,0,0,0,0,12,0.0,4,GRPO (Group Relative Policy Optimization) explanation compared to PPO (Content-Filtered - Full Tree),12,12,0,0.0,4,4,True,False,4,0,0,0,4,4,0,0,0,4,1,0,0,0,1,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post32con,controversial,72,12,0,12,0,60,16.67,8,AI Is Detaining Sex Workers at the Border—and You’re Next (Content-Filtered - Full Tree),73,72,1,1.37,8,8,True,False,22,0,5,0,17,12,0,2,0,10,8,0,1,0,7,9,0,2,0,7,8,0,0,0,8,6,0,2,0,4,4,0,0,0,4,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post32tec,technical,19,1,0,1,0,18,5.26,5,[D] Does RLHF really work? why do you use it? (Content-Filtered - Full Tree),19,19,0,0.0,5,5,True,False,6,0,1,0,5,4,0,0,0,4,5,0,0,0,5,2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post33con,controversial,361,28,0,28,0,333,7.76,12,"Once jobs are automated, what will be the point of immigration? (Content-Filtered - Full Tree)",370,361,9,2.43,12,12,True,False,102,0,5,0,97,72,0,9,0,63,61,0,2,0,59,45,0,4,0,41,24,0,0,0,24,16,0,2,0,14,13,0,1,0,12,10,0,3,0,7,9,0,0,0,9,6,0,2,0,4,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post33tec,technical,8,0,0,0,0,8,0.0,4,"[R] preference learning: RLHF, best of n sampling, or direct preference optimization? (Content-Filtered - Full Tree)",8,8,0,0.0,4,4,True,False,1,0,0,0,1,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post34con,controversial,383,37,0,37,0,346,9.66,15,There is no need for immigration when AI is about to destroy hundreds of Millions of Jobs. (Content-Filtered - Full Tree),399,383,16,4.01,15,15,True,False,99,0,13,0,86,88,0,12,0,76,60,0,5,0,55,40,0,5,0,35,33,0,2,0,31,21,0,0,0,21,14,0,0,0,14,8,0,0,0,8,7,0,0,0,7,3,0,0,0,3,3,0,0,0,3,3,0,0,0,3,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post34tec,technical,14,0,0,0,0,14,0.0,1,Peter from Lightblue here. I'd like to share our ORPO experiments with training a multilingual Llama 3 model. We find a new simple data-based Repeated Ranking technique that can reduce training time/cost by up to 2-4x while increasing accuracy (Content-Filtered - Full Tree),15,14,1,6.67,1,1,True,False,10,0,0,0,10,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post35con,controversial,62,1,0,1,0,61,1.61,8,How do CBP officers check phones at port of entry (Content-Filtered - Full Tree),70,62,8,11.43,9,8,True,False,14,0,0,0,14,17,0,1,0,16,12,0,0,0,12,7,0,0,0,7,3,0,0,0,3,3,0,0,0,3,3,0,0,0,3,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post35tec,technical,13,0,0,0,0,13,0.0,5,[R] Illustrating Reinforcement Learning from Human Feedback (RLHF) (Content-Filtered - Full Tree),13,13,0,0.0,5,5,True,False,3,0,0,0,3,4,0,0,0,4,2,0,0,0,2,2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post36con,controversial,87,6,0,6,0,81,6.9,5,Will AI solve poverty like issues or just increase inequalities again? (Content-Filtered - Full Tree),89,87,2,2.25,5,5,True,False,42,0,3,0,39,17,0,1,0,16,15,0,1,0,14,5,0,0,0,5,6,0,1,0,5,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post36tec,technical,24,0,0,0,0,24,0.0,5,Which sentence transformer is the best one for similarity search and document retrieval (Content-Filtered - Full Tree),25,24,1,4.0,5,5,True,False,8,0,0,0,8,5,0,0,0,5,4,0,0,0,4,4,0,0,0,4,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post37con,controversial,88,19,0,19,0,69,21.59,5,Google urges US to update immigration rules to attract more AI talent (Content-Filtered - Full Tree),94,88,6,6.38,5,5,True,False,34,0,7,0,27,27,0,4,0,23,13,0,4,0,9,8,0,1,0,7,4,0,2,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post37tec,technical,23,0,0,0,0,23,0.0,5,Not clear which vector database to use for large scale update (Content-Filtered - Full Tree),23,23,0,0.0,5,5,True,False,10,0,0,0,10,5,0,0,0,5,5,0,0,0,5,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post38tec,technical,5,0,0,0,0,5,0.0,2,OpenAI vs local (sentence transformers) for embeddings - does it make a noticeable difference? (Content-Filtered - Full Tree),5,5,0,0.0,2,2,True,False,3,0,0,0,3,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post39con,controversial,24,0,0,0,0,24,0.0,7,"CMV: Political polarization and job loss from AI are the greatest threats facing our American Republic in the coming years, but this could be turned around with a bipartisan, grassroots push to link UBI adoption with AI & robotics. (Content-Filtered - Full Tree)",24,24,0,0.0,7,7,True,False,5,0,0,0,5,5,0,0,0,5,3,0,0,0,3,3,0,0,0,3,2,0,0,0,2,3,0,0,0,3,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post39tec,technical,13,0,0,0,0,13,0.0,3,This paper Eliminates Re-Ranking in RAG 🤨 (Content-Filtered - Full Tree),13,13,0,0.0,3,3,True,False,7,0,0,0,7,3,0,0,0,3,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post3con,controversial,416,36,0,36,0,380,8.65,24,"As AI tools get smarter, they’re growing more covertly racist, experts find (Content-Filtered - Full Tree)",453,416,37,8.17,25,24,True,False,79,0,7,0,72,69,0,4,0,65,46,0,2,0,44,52,0,7,0,45,42,0,1,0,41,26,0,4,0,22,26,0,5,0,21,16,0,3,0,13,10,0,2,0,8,10,0,0,0,10,9,0,1,0,8,6,0,0,0,6,3,0,0,0,3,3,0,0,0,3,2,0,0,0,2,3,0,0,0,3,2,0,0,0,2,3,0,0,0,3,3,0,0,0,3,1,0,0,0,1
post3tec,technical,35,1,0,1,0,34,2.86,5,[D] What is the motivation for parameter-efficient fine tuning if there's no significant reduction in runtime or GPU memory usage? (Content-Filtered - Full Tree),35,35,0,0.0,5,5,True,False,15,0,0,0,15,8,0,0,0,8,6,0,1,0,5,3,0,0,0,3,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post40con,controversial,115,1,0,1,0,114,0.87,12,Replacing Politicians with AI May Be the Only Path to Ending Political Chaos and Bias (Content-Filtered - Full Tree),117,115,2,1.71,13,12,True,False,64,0,1,0,63,16,0,0,0,16,9,0,0,0,9,8,0,0,0,8,5,0,0,0,5,4,0,0,0,4,2,0,0,0,2,2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post40tec,technical,23,1,0,1,0,22,4.35,2,[D] Do you know a sub linear vector index with perfect accuracy? (Content-Filtered - Full Tree),23,23,0,0.0,2,2,True,False,13,0,1,0,12,6,0,0,0,6,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post41con,controversial,52,2,0,2,0,50,3.85,10,Will advances in artificial intelligence make Liberal democracy obsolete? (Content-Filtered - Full Tree),52,52,0,0.0,10,10,True,False,13,0,1,0,12,11,0,1,0,10,8,0,0,0,8,5,0,0,0,5,4,0,0,0,4,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post41tec,technical,24,0,0,0,0,24,0.0,6,We built a reranker that follows custom ranking instructions (Content-Filtered - Full Tree),24,24,0,0.0,6,6,True,False,7,0,0,0,7,6,0,0,0,6,2,0,0,0,2,4,0,0,0,4,2,0,0,0,2,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post42con,controversial,29,1,0,1,0,28,3.45,7,Unbiased AI analysis towards 2024 Elections (Content-Filtered - Full Tree),30,29,1,3.33,7,7,True,False,9,0,1,0,8,7,0,0,0,7,4,0,0,0,4,4,0,0,0,4,1,0,0,0,1,2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post42tec,technical,6,0,0,0,0,6,0.0,2,[D] Constrained decoding as stateful navigation? (Content-Filtered - Full Tree),6,6,0,0.0,2,2,True,False,4,0,0,0,4,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post43tec,technical,21,0,0,0,0,21,0.0,3,LLMs and Structured Output: struggling to make it work (Content-Filtered - Full Tree),21,21,0,0.0,3,3,True,False,16,0,0,0,16,3,0,0,0,3,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post44con,controversial,32,2,0,2,0,30,6.25,7,Question about AI  surveillance and 4th amendment  (Content-Filtered - Full Tree),33,32,1,3.03,7,7,True,False,6,0,1,0,5,6,0,0,0,6,6,0,1,0,5,5,0,0,0,5,4,0,0,0,4,3,0,0,0,3,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post44tec,technical,15,0,0,0,0,15,0.0,3,"How is ""grammar"" achieved with LLMs? (Content-Filtered - Full Tree)",15,15,0,0.0,3,3,True,False,5,0,0,0,5,3,0,0,0,3,4,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post45con,controversial,165,2,0,2,0,163,1.21,11,AI is ruining education (Content-Filtered - Full Tree),165,165,0,0.0,11,11,True,False,49,0,1,0,48,43,0,0,0,43,26,0,1,0,25,21,0,0,0,21,12,0,0,0,12,6,0,0,0,6,2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post45tec,technical,21,3,0,3,0,18,14.29,4,Implementing function calling (tools) without frameworks? (Content-Filtered - Full Tree),21,21,0,0.0,4,4,True,False,9,0,0,0,9,6,0,2,0,4,4,0,1,0,3,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post46con,controversial,106,3,0,3,0,103,2.83,15,Is AI (Chat GTP) going to make education better or worse? (Content-Filtered - Full Tree),106,106,0,0.0,15,15,True,False,30,0,3,0,27,16,0,0,0,16,13,0,0,0,13,11,0,0,0,11,5,0,0,0,5,6,0,0,0,6,6,0,0,0,6,4,0,0,0,4,4,0,0,0,4,2,0,0,0,2,2,0,0,0,2,3,0,0,0,3,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post46tec,technical,30,0,0,0,0,30,0.0,4,[R] Say What You Mean: A Response to 'Let Me Speak Freely' (Content-Filtered - Full Tree),30,30,0,0.0,4,4,True,False,9,0,0,0,9,12,0,0,0,12,7,0,0,0,7,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post47con,controversial,398,16,0,16,0,382,4.02,21,AI generates covertly racist decisions about people based on their dialect (Content-Filtered - Full Tree),414,398,16,3.86,21,21,True,False,46,0,6,0,40,65,0,2,0,63,59,0,4,0,55,41,0,0,0,41,40,0,2,0,38,32,0,1,0,31,23,0,1,0,22,16,0,0,0,16,14,0,0,0,14,13,0,0,0,13,8,0,0,0,8,7,0,0,0,7,4,0,0,0,4,4,0,0,0,4,4,0,0,0,4,4,0,0,0,4,4,0,0,0,4,4,0,0,0,4,4,0,0,0,4,2,0,0,0,2
post47tec,technical,6,0,0,0,0,6,0.0,2,[D] Constrained decoding as stateful navigation? (Content-Filtered - Full Tree),6,6,0,0.0,2,2,True,False,4,0,0,0,4,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post48con,controversial,93,14,0,14,0,79,15.05,12,AI Can Predict People's Race From X-Ray Images (Content-Filtered - Full Tree),100,93,7,7.0,12,12,True,False,17,0,4,0,13,25,0,3,0,22,22,0,2,0,20,9,0,2,0,7,7,0,2,0,5,4,0,1,0,3,2,0,0,0,2,2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post48tec,technical,8,0,0,0,0,8,0.0,3,Building a Rule-Guided LLM That Actually Follows Instructions (Content-Filtered - Full Tree),8,8,0,0.0,3,3,True,False,5,0,0,0,5,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post49con,controversial,34,9,0,9,0,25,26.47,9,"Racist, Sexist Robots: Prejudice in AI (Content-Filtered - Full Tree)",38,34,4,10.53,9,9,True,False,5,0,1,0,4,5,0,0,0,5,3,0,1,0,2,3,0,0,0,3,5,0,3,0,2,2,0,0,0,2,4,0,3,0,1,3,0,0,0,3,2,0,1,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post49tec,technical,59,2,0,2,0,57,3.39,5,Dynamically Scaled RoPE further increases performance of long context LLaMA with zero fine-tuning (Content-Filtered - Full Tree),60,59,1,1.67,5,5,True,False,24,0,0,0,24,12,0,1,0,11,10,0,0,0,10,8,0,1,0,7,3,0,0,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post4con,controversial,349,38,0,38,0,311,10.89,15,AI makes racist decisions based on dialect | Large language models strongly associated negative stereotypes with African American English (Content-Filtered - Full Tree),361,349,12,3.32,17,15,True,False,61,0,3,0,58,68,0,7,0,61,55,0,5,0,50,41,0,5,0,36,31,0,2,0,29,21,0,2,0,19,19,0,3,0,16,11,0,2,0,9,12,0,3,0,9,8,0,3,0,5,10,0,3,0,7,5,0,0,0,5,3,0,0,0,3,2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post4tec,technical,11,0,0,0,0,11,0.0,1,[D] LLM quantization advice (Content-Filtered - Full Tree),11,11,0,0.0,1,1,True,False,10,0,0,0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post50con,controversial,2713,309,0,309,0,2404,11.39,24,"AI can predict people's race from X-Ray images, and scientists are concerned (Content-Filtered - Full Tree)",2858,2713,145,5.07,24,24,True,False,501,0,70,0,431,394,0,40,0,354,399,0,42,0,357,365,0,49,0,316,311,0,37,0,274,226,0,20,0,206,169,0,16,0,153,104,0,11,0,93,75,0,12,0,63,40,0,2,0,38,26,0,4,0,22,18,0,1,0,17,17,0,2,0,15,16,0,1,0,15,14,0,1,0,13,9,0,1,0,8,8,0,0,0,8,6,0,0,0,6,2,0,0,0,2,3,0,0,0,3
post50tec,technical,18,0,0,0,0,18,0.0,4,Comparing Linear Rope Scaling vs NTK Scaling for 8K Superhot and Hermes-LLongMA-2 8K Models (Content-Filtered - Full Tree),19,18,1,5.26,4,4,True,False,8,0,0,0,8,4,0,0,0,4,2,0,0,0,2,3,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post51con,controversial,169,0,0,0,0,169,0.0,17,AI is able to distinguish race based solely on chest x-ray imagery. Human doctors are not able to do the same. The linked article is entirely about hand wringing over whether AIs may be secretly racist even if humans do not give explicit racial information. (Content-Filtered - Full Tree),169,169,0,0.0,17,17,True,False,19,0,0,0,19,28,0,0,0,28,21,0,0,0,21,15,0,0,0,15,15,0,0,0,15,12,0,0,0,12,9,0,0,0,9,9,0,0,0,9,10,0,0,0,10,7,0,0,0,7,6,0,0,0,6,4,0,0,0,4,4,0,0,0,4,3,0,0,0,3,3,0,0,0,3,2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
