post_id,conversation_type,total_comments,total_deleted,both_deleted,author_only_deleted,content_only_deleted,active_comments,deletion_percentage,max_depth,thread_title,original_count,filtered_count,removed_count,removal_percentage,original_max_depth,filtered_max_depth,content_filtering_applied,depth_cap_applied,depth_0_total,depth_0_both,depth_0_author,depth_0_content,depth_0_active,depth_1_total,depth_1_both,depth_1_author,depth_1_content,depth_1_active,depth_2_total,depth_2_both,depth_2_author,depth_2_content,depth_2_active,depth_3_total,depth_3_both,depth_3_author,depth_3_content,depth_3_active,depth_4_total,depth_4_both,depth_4_author,depth_4_content,depth_4_active,depth_5_total,depth_5_both,depth_5_author,depth_5_content,depth_5_active,depth_6_total,depth_6_both,depth_6_author,depth_6_content,depth_6_active,depth_7_total,depth_7_both,depth_7_author,depth_7_content,depth_7_active,depth_8_total,depth_8_both,depth_8_author,depth_8_content,depth_8_active,depth_9_total,depth_9_both,depth_9_author,depth_9_content,depth_9_active,depth_10_total,depth_10_both,depth_10_author,depth_10_content,depth_10_active,depth_11_total,depth_11_both,depth_11_author,depth_11_content,depth_11_active,depth_12_total,depth_12_both,depth_12_author,depth_12_content,depth_12_active,depth_13_total,depth_13_both,depth_13_author,depth_13_content,depth_13_active,depth_14_total,depth_14_both,depth_14_author,depth_14_content,depth_14_active,depth_15_total,depth_15_both,depth_15_author,depth_15_content,depth_15_active,depth_16_total,depth_16_both,depth_16_author,depth_16_content,depth_16_active,depth_17_total,depth_17_both,depth_17_author,depth_17_content,depth_17_active,depth_18_total,depth_18_both,depth_18_author,depth_18_content,depth_18_active,depth_19_total,depth_19_both,depth_19_author,depth_19_content,depth_19_active
post31lb,poorly branching,25,0,0,0,0,25,0.0,17,[R] academic survey about diversity in AI development/research teams (Content-Filtered - Full Tree),25,25,0,0.0,17,17,True,False,3,0,0,0,3,4,0,0,0,4,2,0,0,0,2,2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
post32hb,richly branching,72,12,0,12,0,60,16.67,8,AI Is Detaining Sex Workers at the Border—and You’re Next (Content-Filtered - Full Tree),73,72,1,1.37,8,8,True,False,22,0,5,0,17,12,0,2,0,10,8,0,1,0,7,9,0,2,0,7,8,0,0,0,8,6,0,2,0,4,4,0,0,0,4,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post32lb,poorly branching,20,0,0,0,0,20,0.0,3,"Google Is Helping the Trump Administration Deploy AI Along the Mexican Border | Google is part of a Customs and Border Protection plan to use machine learning for surveillance, documents reviewed by The Intercept reveal (Content-Filtered - Full Tree)",20,20,0,0.0,3,3,True,False,9,0,0,0,9,5,0,0,0,5,4,0,0,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post33hb,richly branching,361,28,0,28,0,333,7.76,12,"Once jobs are automated, what will be the point of immigration? (Content-Filtered - Full Tree)",370,361,9,2.43,12,12,True,False,102,0,5,0,97,72,0,9,0,63,61,0,2,0,59,45,0,4,0,41,24,0,0,0,24,16,0,2,0,14,13,0,1,0,12,10,0,3,0,7,9,0,0,0,9,6,0,2,0,4,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post33lb,poorly branching,63,7,0,7,0,56,11.11,5,"Will AI be able to clarify, correct, or overturn common religious beliefs, doctrines and writings? (Content-Filtered - Full Tree)",65,63,2,3.08,5,5,True,False,41,0,6,0,35,11,0,1,0,10,6,0,0,0,6,2,0,0,0,2,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post34hb,richly branching,383,37,0,37,0,346,9.66,15,There is no need for immigration when AI is about to destroy hundreds of Millions of Jobs. (Content-Filtered - Full Tree),399,383,16,4.01,15,15,True,False,99,0,13,0,86,88,0,12,0,76,60,0,5,0,55,40,0,5,0,35,33,0,2,0,31,21,0,0,0,21,14,0,0,0,14,8,0,0,0,8,7,0,0,0,7,3,0,0,0,3,3,0,0,0,3,3,0,0,0,3,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post34lb,poorly branching,106,12,0,12,0,94,11.32,9,What's your view on AI religion? (Content-Filtered - Full Tree),107,106,1,0.93,9,9,True,False,48,0,4,0,44,19,0,2,0,17,12,0,1,0,11,7,0,2,0,5,5,0,0,0,5,3,0,1,0,2,3,0,0,0,3,3,0,1,0,2,3,0,0,0,3,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post35hb,richly branching,62,1,0,1,0,61,1.61,8,How do CBP officers check phones at port of entry (Content-Filtered - Full Tree),70,62,8,11.43,9,8,True,False,14,0,0,0,14,17,0,1,0,16,12,0,0,0,12,7,0,0,0,7,3,0,0,0,3,3,0,0,0,3,3,0,0,0,3,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post35lb,poorly branching,17,1,0,1,0,16,5.88,4,Exploring the Intersection of AI and Religion: Can Artificial Intelligence Enhance Spirituality? (Content-Filtered - Full Tree),17,17,0,0.0,4,4,True,False,8,0,1,0,7,5,0,0,0,5,2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post36hb,richly branching,87,6,0,6,0,81,6.9,5,Will AI solve poverty like issues or just increase inequalities again? (Content-Filtered - Full Tree),89,87,2,2.25,5,5,True,False,42,0,3,0,39,17,0,1,0,16,15,0,1,0,14,5,0,0,0,5,6,0,1,0,5,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post36lb,poorly branching,67,8,0,8,0,59,11.94,5,Thoughts on AI as a Christian? (Content-Filtered - Full Tree),71,67,4,5.63,5,5,True,False,43,0,8,0,35,16,0,0,0,16,5,0,0,0,5,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post37hb,richly branching,88,19,0,19,0,69,21.59,5,Google urges US to update immigration rules to attract more AI talent (Content-Filtered - Full Tree),94,88,6,6.38,5,5,True,False,34,0,7,0,27,27,0,4,0,23,13,0,4,0,9,8,0,1,0,7,4,0,2,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post37lb,poorly branching,143,3,0,3,0,140,2.1,12,How did we become so polarized? (Content-Filtered - Full Tree),159,143,16,10.06,16,12,True,False,50,0,2,0,48,17,0,0,0,17,22,0,0,0,22,18,0,0,0,18,12,0,0,0,12,6,0,0,0,6,2,0,0,0,2,2,0,0,0,2,3,0,1,0,2,1,0,0,0,1,2,0,0,0,2,7,0,0,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post38lb,poorly branching,39,0,0,0,0,39,0.0,4,meta has resumed research on real time facial ID in their AI glasses (Content-Filtered - Full Tree),40,39,1,2.5,5,4,True,False,17,0,0,0,17,11,0,0,0,11,7,0,0,0,7,3,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post39hb,richly branching,24,0,0,0,0,24,0.0,7,"CMV: Political polarization and job loss from AI are the greatest threats facing our American Republic in the coming years, but this could be turned around with a bipartisan, grassroots push to link UBI adoption with AI & robotics. (Content-Filtered - Full Tree)",24,24,0,0.0,7,7,True,False,5,0,0,0,5,5,0,0,0,5,3,0,0,0,3,3,0,0,0,3,2,0,0,0,2,3,0,0,0,3,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post39lb,poorly branching,29,0,0,0,0,29,0.0,5,Overlooked: Big Privacy Risk in AI-Enabled Devices (Content-Filtered - Full Tree),35,29,6,17.14,7,5,True,False,11,0,0,0,11,8,0,0,0,8,6,0,0,0,6,2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post3hb,richly branching,416,36,0,36,0,380,8.65,24,"As AI tools get smarter, they’re growing more covertly racist, experts find (Content-Filtered - Full Tree)",453,416,37,8.17,25,24,True,False,79,0,7,0,72,69,0,4,0,65,46,0,2,0,44,52,0,7,0,45,42,0,1,0,41,26,0,4,0,22,26,0,5,0,21,16,0,3,0,13,10,0,2,0,8,10,0,0,0,10,9,0,1,0,8,6,0,0,0,6,3,0,0,0,3,3,0,0,0,3,2,0,0,0,2,3,0,0,0,3,2,0,0,0,2,3,0,0,0,3,3,0,0,0,3,1,0,0,0,1
post40hb,richly branching,115,1,0,1,0,114,0.87,12,Replacing Politicians with AI May Be the Only Path to Ending Political Chaos and Bias (Content-Filtered - Full Tree),117,115,2,1.71,13,12,True,False,64,0,1,0,63,16,0,0,0,16,9,0,0,0,9,8,0,0,0,8,5,0,0,0,5,4,0,0,0,4,2,0,0,0,2,2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post41hb,richly branching,52,2,0,2,0,50,3.85,10,Will advances in artificial intelligence make Liberal democracy obsolete? (Content-Filtered - Full Tree),52,52,0,0.0,10,10,True,False,13,0,1,0,12,11,0,1,0,10,8,0,0,0,8,5,0,0,0,5,4,0,0,0,4,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post42hb,richly branching,29,1,0,1,0,28,3.45,7,Unbiased AI analysis towards 2024 Elections (Content-Filtered - Full Tree),30,29,1,3.33,7,7,True,False,9,0,1,0,8,7,0,0,0,7,4,0,0,0,4,4,0,0,0,4,1,0,0,0,1,2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post44hb,richly branching,32,2,0,2,0,30,6.25,7,Question about AI  surveillance and 4th amendment  (Content-Filtered - Full Tree),33,32,1,3.03,7,7,True,False,6,0,1,0,5,6,0,0,0,6,6,0,1,0,5,5,0,0,0,5,4,0,0,0,4,3,0,0,0,3,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post45hb,richly branching,165,2,0,2,0,163,1.21,11,AI is ruining education (Content-Filtered - Full Tree),165,165,0,0.0,11,11,True,False,49,0,1,0,48,43,0,0,0,43,26,0,1,0,25,21,0,0,0,21,12,0,0,0,12,6,0,0,0,6,2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post45lb,poorly branching,21,2,0,2,0,19,9.52,6,AI recognition of patient race in medical imaging: a modelling study (Content-Filtered - Full Tree),21,21,0,0.0,6,6,True,False,6,0,1,0,5,4,0,1,0,3,5,0,0,0,5,3,0,0,0,3,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post46hb,richly branching,106,3,0,3,0,103,2.83,15,Is AI (Chat GTP) going to make education better or worse? (Content-Filtered - Full Tree),106,106,0,0.0,15,15,True,False,30,0,3,0,27,16,0,0,0,16,13,0,0,0,13,11,0,0,0,11,5,0,0,0,5,6,0,0,0,6,6,0,0,0,6,4,0,0,0,4,4,0,0,0,4,2,0,0,0,2,2,0,0,0,2,3,0,0,0,3,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post46lb,poorly branching,22,0,0,0,0,22,0.0,3,"Nearly 80% of women’s jobs could be disrupted, automated by AI - And it's relevant for an Independent Woman who practices 4B (Content-Filtered - Full Tree)",22,22,0,0.0,3,3,True,False,9,0,0,0,9,10,0,0,0,10,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post47hb,richly branching,398,16,0,16,0,382,4.02,21,AI generates covertly racist decisions about people based on their dialect (Content-Filtered - Full Tree),414,398,16,3.86,21,21,True,False,46,0,6,0,40,65,0,2,0,63,59,0,4,0,55,41,0,0,0,41,40,0,2,0,38,32,0,1,0,31,23,0,1,0,22,16,0,0,0,16,14,0,0,0,14,13,0,0,0,13,8,0,0,0,8,7,0,0,0,7,4,0,0,0,4,4,0,0,0,4,4,0,0,0,4,4,0,0,0,4,4,0,0,0,4,4,0,0,0,4,4,0,0,0,4,2,0,0,0,2
post47lb,poorly branching,15,0,0,0,0,15,0.0,5,What Engineers Should Know About AI Jobs in 2025 (Content-Filtered - Full Tree),15,15,0,0.0,5,5,True,False,5,0,0,0,5,4,0,0,0,4,3,0,0,0,3,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post48hb,richly branching,93,14,0,14,0,79,15.05,12,AI Can Predict People's Race From X-Ray Images (Content-Filtered - Full Tree),100,93,7,7.0,12,12,True,False,17,0,4,0,13,25,0,3,0,22,22,0,2,0,20,9,0,2,0,7,7,0,2,0,5,4,0,1,0,3,2,0,0,0,2,2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post48lb,poorly branching,86,0,0,0,0,86,0.0,11,WorldCon backs down on using AI after massive backlash. (Content-Filtered - Full Tree),88,86,2,2.27,11,11,True,False,13,0,0,0,13,23,0,0,0,23,18,0,0,0,18,15,0,0,0,15,4,0,0,0,4,3,0,0,0,3,2,0,0,0,2,1,0,0,0,1,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post49hb,richly branching,34,9,0,9,0,25,26.47,9,"Racist, Sexist Robots: Prejudice in AI (Content-Filtered - Full Tree)",38,34,4,10.53,9,9,True,False,5,0,1,0,4,5,0,0,0,5,3,0,1,0,2,3,0,0,0,3,5,0,3,0,2,2,0,0,0,2,4,0,3,0,1,3,0,0,0,3,2,0,1,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post49lb,poorly branching,33,0,0,0,0,33,0.0,4,The War of AI : 2025 (Content-Filtered - Full Tree),33,33,0,0.0,4,4,True,False,8,0,0,0,8,12,0,0,0,12,6,0,0,0,6,5,0,0,0,5,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post4hb,richly branching,349,38,0,38,0,311,10.89,15,AI makes racist decisions based on dialect | Large language models strongly associated negative stereotypes with African American English (Content-Filtered - Full Tree),361,349,12,3.32,17,15,True,False,61,0,3,0,58,68,0,7,0,61,55,0,5,0,50,41,0,5,0,36,31,0,2,0,29,21,0,2,0,19,19,0,3,0,16,11,0,2,0,9,12,0,3,0,9,8,0,3,0,5,10,0,3,0,7,5,0,0,0,5,3,0,0,0,3,2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post50hb,richly branching,2713,309,0,309,0,2404,11.39,24,"AI can predict people's race from X-Ray images, and scientists are concerned (Content-Filtered - Full Tree)",2858,2713,145,5.07,24,24,True,False,501,0,70,0,431,394,0,40,0,354,399,0,42,0,357,365,0,49,0,316,311,0,37,0,274,226,0,20,0,206,169,0,16,0,153,104,0,11,0,93,75,0,12,0,63,40,0,2,0,38,26,0,4,0,22,18,0,1,0,17,17,0,2,0,15,16,0,1,0,15,14,0,1,0,13,9,0,1,0,8,8,0,0,0,8,6,0,0,0,6,2,0,0,0,2,3,0,0,0,3
post50lb,poorly branching,42,0,0,0,0,42,0.0,5,AI Agents Crash Course: What You Need to Know in 2025 (Content-Filtered - Full Tree),42,42,0,0.0,5,5,True,False,28,0,0,0,28,8,0,0,0,8,1,0,0,0,1,2,0,0,0,2,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post51hb,richly branching,169,0,0,0,0,169,0.0,17,AI is able to distinguish race based solely on chest x-ray imagery. Human doctors are not able to do the same. The linked article is entirely about hand wringing over whether AIs may be secretly racist even if humans do not give explicit racial information. (Content-Filtered - Full Tree),169,169,0,0.0,17,17,True,False,19,0,0,0,19,28,0,0,0,28,21,0,0,0,21,15,0,0,0,15,15,0,0,0,15,12,0,0,0,12,9,0,0,0,9,9,0,0,0,9,10,0,0,0,10,7,0,0,0,7,6,0,0,0,6,4,0,0,0,4,4,0,0,0,4,3,0,0,0,3,3,0,0,0,3,2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
post51lb,poorly branching,13,0,0,0,0,13,0.0,5,"Homeland Security is testing AI to help with immigration, trafficking investigations, and disaster relief (Content-Filtered - Full Tree)",13,13,0,0.0,5,5,True,False,7,0,0,0,7,2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post52hb,richly branching,143,35,0,35,0,108,24.48,11,Anons on AI (Content-Filtered - Full Tree),155,143,12,7.74,11,11,True,False,28,0,6,0,22,32,0,11,0,21,18,0,5,0,13,18,0,2,0,16,16,0,5,0,11,9,0,1,0,8,6,0,2,0,4,5,0,1,0,4,4,0,1,0,3,3,0,1,0,2,2,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post52lb,poorly branching,18,1,0,1,0,17,5.56,4,What are your thoughts on recent reports about CBP increasing secondary screenings and using AI to analyze travelers’ digital activity? (Content-Filtered - Full Tree),18,18,0,0.0,4,4,True,False,7,0,0,0,7,5,0,0,0,5,3,0,0,0,3,2,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post53hb,richly branching,84,4,0,4,0,80,4.76,12,[D] Ethical concerns for ML to predict race & gender (Content-Filtered - Full Tree),87,84,3,3.45,12,12,True,False,23,0,4,0,19,18,0,0,0,18,8,0,0,0,8,8,0,0,0,8,8,0,0,0,8,4,0,0,0,4,3,0,0,0,3,3,0,0,0,3,3,0,0,0,3,2,0,0,0,2,2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post53lb,poorly branching,26,9,0,9,0,17,34.62,7,"The future of work - the gig economy, artificial intelligence (Content-Filtered - Full Tree)",28,26,2,7.14,7,7,True,False,4,0,1,0,3,8,0,2,0,6,7,0,3,0,4,3,0,1,0,2,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post54hb,richly branching,218,2,0,2,0,216,0.92,14,"One of the most cited AI models used to scan chest x-rays doesn’t accurately detect potentially life-threatening diseases in women & Black people. Black women fell to the bottom, with the AI not detecting disease in half of them for conditions such as cardiomegaly, or enlargement of the heart. (Content-Filtered - Full Tree)",221,218,3,1.36,14,14,True,False,27,0,1,0,26,46,0,1,0,45,35,0,0,0,35,30,0,0,0,30,24,0,0,0,24,16,0,0,0,16,12,0,0,0,12,11,0,0,0,11,7,0,0,0,7,3,0,0,0,3,3,0,0,0,3,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post54lb,poorly branching,10,0,0,0,0,10,0.0,6,AI Surveillance & Privacy: Can They Coexist? (Content-Filtered - Full Tree),10,10,0,0.0,6,6,True,False,1,0,0,0,1,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post55hb,richly branching,154,23,0,23,0,131,14.94,9,"AI Can Guess Your Race Based On X-Rays, and Researchers Don't Know How (Content-Filtered - Full Tree)",166,154,12,7.23,10,9,True,False,25,0,5,0,20,30,0,3,0,27,27,0,5,0,22,24,0,4,0,20,19,0,3,0,16,16,0,2,0,14,8,0,0,0,8,3,0,1,0,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post55lb,poorly branching,33,0,0,0,0,33,0.0,7,"Is AI sexist? And if so, how? (Content-Filtered - Full Tree)",34,33,1,2.94,7,7,True,False,10,0,0,0,10,8,0,0,0,8,5,0,0,0,5,4,0,0,0,4,3,0,0,0,3,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post56hb,richly branching,213,31,0,31,0,182,14.55,10,"AI can tell your race from an X-ray image — and scientists can't figure out how. Large research team taught AI program to read scans, and it outwitted them (Content-Filtered - Full Tree)",220,213,7,3.18,10,10,True,False,56,0,6,0,50,40,0,6,0,34,34,0,4,0,30,25,0,2,0,23,12,0,2,0,10,13,0,2,0,11,11,0,3,0,8,8,0,0,0,8,5,0,3,0,2,5,0,0,0,5,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
